Variable Name,Source Document,Source Category,MAS Function,Actor,Actor Type,Valuation Type,Val_Primary,Data Access,Source,Subject_Area,N_AIDM_Elements,Coding_Source
PTC Offer Parameters,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,4,AIDM RP1008 systematic coding — ABIE level
RBD,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,2,AIDM RP1008 systematic coding — ABIE level
Refund,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,7,AIDM RP1008 systematic coding — ABIE level
Reservation Change Information,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,1,AIDM RP1008 systematic coding — ABIE level
Seat,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Market,Market,PARTIAL,M4_AIDM_Full,Offers,1,AIDM RP1008 systematic coding — ABIE level
Seat On Leg,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,1,AIDM RP1008 systematic coding — ABIE level
Seat Profile,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,4,AIDM RP1008 systematic coding — ABIE level
Seat Row,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,6,AIDM RP1008 systematic coding — ABIE level
Segment Service Offer,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,1,AIDM RP1008 systematic coding — ABIE level
Service,AIDM RP1008,Industry Schema,Revenue Management,Vendor,Vendor,Market,Market,PARTIAL,M4_AIDM_Full,Offers,17,AIDM RP1008 systematic coding — ABIE level
Service Feature,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,3,AIDM RP1008 systematic coding — ABIE level
Service Taxonomy,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,2,AIDM RP1008 systematic coding — ABIE level
Shopping Criteria,AIDM RP1008,Industry Schema,Revenue Management,Passenger,Passenger,Market,Market,OBSERVED,M4_AIDM_Full,Offers,1,AIDM RP1008 systematic coding — ABIE level
Shopping Response,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,1,AIDM RP1008 systematic coding — ABIE level
Special Service,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,5,AIDM RP1008 systematic coding — ABIE level
Station,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,2,AIDM RP1008 systematic coding — ABIE level
Stop Over Location,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,3,AIDM RP1008 systematic coding — ABIE level
Stop Over Restrictions,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Offers,4,AIDM RP1008 systematic coding — ABIE level
Affinity Shopping Criteria,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Bilateral Time Limit,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,3,AIDM RP1008 systematic coding — ABIE level
Boarding Pass,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,12,AIDM RP1008 systematic coding — ABIE level
Booking,AIDM RP1008,Industry Schema,Distribution / GDS,Vendor,Vendor,Income,Income,OBSERVED,M4_AIDM_Full,Orders,3,AIDM RP1008 systematic coding — ABIE level
Booking Reference,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,3,AIDM RP1008 systematic coding — ABIE level
Cabin Seat Column,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Cabin Type,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,3,AIDM RP1008 systematic coding — ABIE level
Cancel Restrictions,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,6,AIDM RP1008 systematic coding — ABIE level
Carrier,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Income,Income,OBSERVED,M4_AIDM_Full,Orders,7,AIDM RP1008 systematic coding — ABIE level
Change Restrictions,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,7,AIDM RP1008 systematic coding — ABIE level
Commission,AIDM RP1008,Industry Schema,Distribution / GDS,Vendor,Vendor,Cost,Cost,MNAR,M4_AIDM_Full,Orders,7,AIDM RP1008 systematic coding — ABIE level
Dated Marketing Segment,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,8,AIDM RP1008 systematic coding — ABIE level
Dated Marketing Segment RBD,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Dated Operating Leg,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,4,AIDM RP1008 systematic coding — ABIE level
Dated Operating Segment,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Orders,9,AIDM RP1008 systematic coding — ABIE level
Fare Detail,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Orders,8,AIDM RP1008 systematic coding — ABIE level
Fee,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Orders,10,AIDM RP1008 systematic coding — ABIE level
Inventory Qualifiers,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Journey Data,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Key Value Property,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Marriage Group,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Marriage Group Segment,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Network Address,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,4,AIDM RP1008 systematic coding — ABIE level
Order Item,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Income,Income,PARTIAL,M4_AIDM_Full,Orders,17,AIDM RP1008 systematic coding — ABIE level
Organization,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,3,AIDM RP1008 systematic coding — ABIE level
Origin Destination,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Passenger,AIDM RP1008,Industry Schema,Distribution / GDS,Passenger,Passenger,Option,Option,PARTIAL,M4_AIDM_Full,Orders,8,AIDM RP1008 systematic coding — ABIE level
Passenger Group,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,3,AIDM RP1008 systematic coding — ABIE level
Passenger Journey,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Passenger Leg,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Passenger Segment,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Income,Income,PARTIAL,M4_AIDM_Full,Orders,8,AIDM RP1008 systematic coding — ABIE level
Penalty,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Orders,10,AIDM RP1008 systematic coding — ABIE level
Preference Level,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Price,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Orders,7,AIDM RP1008 systematic coding — ABIE level
Price Class,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,6,AIDM RP1008 systematic coding — ABIE level
RBD,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Refund,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,7,AIDM RP1008 systematic coding — ABIE level
Reservation Change Information,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Seat,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Market,Market,PARTIAL,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Seat On Leg,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Seat Profile,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,4,AIDM RP1008 systematic coding — ABIE level
Seat Row,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,6,AIDM RP1008 systematic coding — ABIE level
Segment Service Offer,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,1,AIDM RP1008 systematic coding — ABIE level
Seller Follow Up Action,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,5,AIDM RP1008 systematic coding — ABIE level
Service,AIDM RP1008,Industry Schema,Distribution / GDS,Vendor,Vendor,Market,Market,PARTIAL,M4_AIDM_Full,Orders,17,AIDM RP1008 systematic coding — ABIE level
Station,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Orders,2,AIDM RP1008 systematic coding — ABIE level
Accreditation,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Additional Name,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,2,AIDM RP1008 systematic coding — ABIE level
Agency,AIDM RP1008,Industry Schema,Environmental Boundary,Vendor,Vendor,Cost,Cost,MNAR,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Agent,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Airline Alliance,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,3,AIDM RP1008 systematic coding — ABIE level
BDC,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,3,AIDM RP1008 systematic coding — ABIE level
Booking,AIDM RP1008,Industry Schema,Environmental Boundary,Vendor,Vendor,Income,Income,OBSERVED,M4_AIDM_Full,Parties,3,AIDM RP1008 systematic coding — ABIE level
Business Interaction,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Business Interaction Party Role,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Country,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,2,AIDM RP1008 systematic coding — ABIE level
Crew Member,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Delivery Provider,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,2,AIDM RP1008 systematic coding — ABIE level
Employee,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Employer,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Employment Contract,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
FOID,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,3,AIDM RP1008 systematic coding — ABIE level
Handling Agency,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Identity Document,AIDM RP1008,Industry Schema,Environmental Boundary,Regulator,Regulator,Risk,Risk,OBSERVED,M4_AIDM_Full,Parties,12,AIDM RP1008 systematic coding — ABIE level
Individual Party Role,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Language Usage,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,2,AIDM RP1008 systematic coding — ABIE level
Merchant Account,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,4,AIDM RP1008 systematic coding — ABIE level
Organization Party Role,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Party,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Party Role,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Payer,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
POS,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,3,AIDM RP1008 systematic coding — ABIE level
Response Parameters,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,3,AIDM RP1008 systematic coding — ABIE level
Travel Agency Accreditation,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,1,AIDM RP1008 systematic coding — ABIE level
Travel Agent,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,6,AIDM RP1008 systematic coding — ABIE level
Visa,AIDM RP1008,Industry Schema,Environmental Boundary,Carrier,Carrier,Cost,Cost,OBSERVED,M4_AIDM_Full,Parties,5,AIDM RP1008 systematic coding — ABIE level
Accountable Document,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Agreement,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Available Period,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Bag Drop Device,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Bank Transfer,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,6,AIDM RP1008 systematic coding — ABIE level
Carrier,AIDM RP1008,Industry Schema,Fraud / Payment,Carrier,Carrier,Income,Income,OBSERVED,M4_AIDM_Full,Payments,7,AIDM RP1008 systematic coding — ABIE level
Cash,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Check,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
Check-In Kiosk,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Clearance,AIDM RP1008,Industry Schema,Fraud / Payment,Regulator,Regulator,Income,Income,MNAR,M4_AIDM_Full,Payments,10,AIDM RP1008 systematic coding — ABIE level
Commitment To Pay,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
Coupon,AIDM RP1008,Industry Schema,Fraud / Payment,Industry Body,Industry Body,Option,Option,OBSERVED,M4_AIDM_Full,Payments,23,AIDM RP1008 systematic coding — ABIE level
Cryptography Key,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Device,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,9,AIDM RP1008 systematic coding — ABIE level
Device Location,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Direct Bill,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Distribution Chain,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Distribution Chain Link,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
E-Wallet,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Funds Transfer,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,4,AIDM RP1008 systematic coding — ABIE level
Geospatial Location,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
IATA Easy Pay,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
IATA Easy Pay Encrypted Data,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
Individual,AIDM RP1008,Industry Schema,Fraud / Payment,Passenger,Passenger,Risk,Risk,PARTIAL,M4_AIDM_Full,Payments,11,AIDM RP1008 systematic coding — ABIE level
Loyalty Redemption,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Merchant Account,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,4,AIDM RP1008 systematic coding — ABIE level
Order Item,AIDM RP1008,Industry Schema,Fraud / Payment,Carrier,Carrier,Income,Income,PARTIAL,M4_AIDM_Full,Payments,17,AIDM RP1008 systematic coding — ABIE level
Ordering Quantity,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Organization,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
Other Payment Method,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Payer,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Payment Address Verification,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,4,AIDM RP1008 systematic coding — ABIE level
Payment Card,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,14,AIDM RP1008 systematic coding — ABIE level
Payment Information,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,8,AIDM RP1008 systematic coding — ABIE level
Payment Method,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Payment Method Criteria,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Payment Transaction,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,11,AIDM RP1008 systematic coding — ABIE level
POS,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
Postal Address,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,5,AIDM RP1008 systematic coding — ABIE level
Price Variance Rule,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,6,AIDM RP1008 systematic coding — ABIE level
Processing Instructions,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Promotion,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
Response Parameters,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,3,AIDM RP1008 systematic coding — ABIE level
Secure Payer Authentication,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Secure Payer Authentication Instructions,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,5,AIDM RP1008 systematic coding — ABIE level
Secure Program,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,2,AIDM RP1008 systematic coding — ABIE level
Settlement Data,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,4,AIDM RP1008 systematic coding — ABIE level
Term,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,1,AIDM RP1008 systematic coding — ABIE level
Travel Agency,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Cost,Cost,MNAR,M4_AIDM_Full,Payments,5,AIDM RP1008 systematic coding — ABIE level
Travel Agent,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,6,AIDM RP1008 systematic coding — ABIE level
Voucher,AIDM RP1008,Industry Schema,Fraud / Payment,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Payments,4,AIDM RP1008 systematic coding — ABIE level
Collection Point Tax,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,2,AIDM RP1008 systematic coding — ABIE level
Currency Conversion,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,3,AIDM RP1008 systematic coding — ABIE level
Discount,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Market,Market,PARTIAL,M4_AIDM_Full,Prices,5,AIDM RP1008 systematic coding — ABIE level
Fare Calculation Information,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,3,AIDM RP1008 systematic coding — ABIE level
Fare Component,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,6,AIDM RP1008 systematic coding — ABIE level
